FID,FID_,site_name,sample_nam,series,year,campaign,julian_day,sampling_d,sample_typ,soil_type,lat,long,km_hq,flow_dista,position,depth,depth_sate,secchi,width,elevation,elevation_,flow_accum,velocity_d,velocity_1,discharge_,velocity_2,discharge1,velocity_c,velocity_s,discharg_1,Seepage_me,strahler_s,slope,distance_t,distance_f,catchment_,atm_pressu,temp_water,do_perc_ys,do_cor_per,do_conc_ys,cond_ysi,ph_ysi,alkalinity,wind_max_k,wind_avg_k,temp_air_k,humidity_r,pressure_a,bact_abund,bact_abu_1,bact_produ,chla,chla_se,TP,TP_se,TN,TN_se,NH4,NH4_se,NOx,NOx_se,NO2,NO2_se,NO3,NO3_se,Fe,DOC,DOC_se,DIC,DIC_se,lability,lability_s,photodegra,photodeg_1,C1,C2,C3,C4,C5,C6,CDOM,pco2_heads,pco2_hea_1,pch4_heads,pch4_hea_1,pco2_hea_2,pco2_hea_3,pch4_hea_2,pch4_hea_3,pn2o_heads,pn2o_hea_1,flux_co2,flux_ch4,kco2_flux,kch4_flux,k600,kch4_k600,Rn,Rn_se,d13C_co2,d13C_co2_s,d13C_ch4,d13C_ch4_s,d2H_h2o,dO18_h2o,dO17_h2o,d13C_DOC,d13C_DIC,POM_PIM,POM_PIM_se,POM,PIM,POM_N_perc,POM_C_perc,POC,d13C_POM,Comments,sample_t_1,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,elev_m,flacc_px,slope_deg,strahler_o
0,203,TR-280.25,T24,TR,2015,2,220,2015-08-08 0:00:00,Tributary,NA,51.913879999999999,-63.832590000000003,280.25,193.75,main,0.000000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.809329999999990,87.017537980000000,727.100000000000020,16.930000000000000,98.799999999999997,103.192594900000000,9.560000000000001,15,0.000000000000000,0.000000000000000,NA,0.8,20.9,68.3,980.7,0,0,0.000000000000000,0.000000000000000,0.000000000000000,8.487725725000001,0.574969159000000,0.114407500000000,0.007149000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,8.140869011000000,0.162541166000000,1.196217996,0.008498885,NA,NA,0.000000000000000,0.000000000000000,0.146019754000000,0.930216859000000,0.319897391000000,0.196995235000000,0.348204128000000,NA,5.642350000000000,653.680105000000030,4.877683513000000,58.917951799999997,1.532629656000000,523.424480700000000,22.960502200000001,38.545321129999998,0.467931208000000,NA,NA,142.1206111,1.20326026,11.50013848,12.66684011,12.7523575,14.25817421,45.676810940000003,30.46909868,-18.064193220000000,0.559135428000000,-57.658839550000003,0.144240328000000,-108.639081,-14.963236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tributary,17180,0.000089999999993,-63.832500000000003,51.913879999999999,457.0329895,3349270.0000000,1.0891600,5
1,401,NA,TR63,TR,2018,1,161,2018-06-10 0:00:00,Tributary,NA,51.907580000000003,-63.823270000000001,NA,NA,side,1.300000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.879329999999980,0.000000000000000,717.899999999999980,5.090000000000000,130.199999999999990,137.286414200000000,16.520000000000000,13,5.300000000000000,58.802372179999999,2.7,2.1,3.7,62.5,961.4,963643,3214,5.288406531000000,0.564409639000000,0.379590361000000,7.701081490000000,0.202424310000000,0.137012000000000,0.007008000000000,13.70466667,0.445206444,NA,NA,NA,NA,NA,NA,0.000000000000000,5.674425855000000,0.038969136000000,0.952925283,0.032214486,NA,NA,0.000000000000000,0.000000000000000,0.121965723000000,0.063671372000000,0.000000000000000,0.045588093000000,0.014581493000000,NA,4.030250000000000,605.133709899999990,17.353869480000000,19.866961050000000,0.106015947000000,644.594204699999980,28.310980690000001,20.505878450000001,0.314250029000000,NA,NA,10.98816859,0.051910879,1.05613206,1.30743053,1.852579259,2.295889102,0.000000000000000,NA,-16.007493199999999,0.634172736000000,-59.204268259999999,0.960986762000000,-119.568318,-16.007785,-8.667491,NA,NA,NA,NA,NA,NA,1.958273053,13.74834442,0.152391288,NA,NA,Tributary,17303,0.000248665884728,-63.823445833299999,51.907404166699997,456.6960144,3360840.0000000,0.6025230,5
2,431,NA,TR72,TR,2018,3,284,2018-10-11 0:00:00,Tributary,NA,51.906799999999997,-63.820399999999999,NA,NA,NA,0.100000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.575814900000010,0.000000000000000,721.000000000000000,2.230000000000000,95.799999999999997,100.944147100000000,13.160000000000000,10,6.690000000000000,128.686396000000000,3.5,2.8,0.1,79.1,964.8,706450,350,9.242065366000000,0.383500000000000,0.076700000000000,4.929574998000000,0.069260867000000,0.140649000000000,0.009676500000000,4.47,0.511782506,NA,NA,NA,NA,NA,NA,0.000000000000000,4.181928564000000,0.037438025000000,1.74592735,0.003541435,-0.002418286,0.001747112,0.786974944000000,17.355824859999998,0.087954516000000,0.055938180000000,0.065943644000000,0.031351126000000,0.018556741000000,NA,3.109050000000000,516.382109399999990,19.360185500000000,58.626752070000002,3.159407837000000,483.037921100000010,3.300899753000000,46.473367189999998,2.441640215000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,NA,-14.930320750000000,0.296314203000000,-56.934784299999997,0.429508739000000,-107.256194,-14.187,-7.792807,NA,NA,1.225,0.095,1.28,0,1.794592142,20.97995186,0.276935365,NA,NA,Tributary,17303,0.000582439791826,-63.820208333300002,51.906250000000000,456.1910095,3361210.0000000,0.1853280,5
3,385,NA,L357,L,2018,1,162,2018-06-11 0:00:00,Lake,NA,51.619999999999997,-63.702970000000001,NA,NA,NA,0.000000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.378792900000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,50.477165659999997,NA,NA,NA,NA,NA,228306,20522,2.101133196000000,0.668895349000000,0.312151163000000,5.744313162000000,0.000000000000000,0.100331000000000,0.007994000000000,0,0,NA,NA,NA,NA,NA,NA,0.000000000000000,0.941596504000000,0.001598636000000,1.181391879,0.031439838,NA,NA,0.000000000000000,0.000000000000000,0.009796870000000,0.013402082000000,0.000898239000000,0.014816968000000,0.013291491000000,NA,0.460600000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-97.601065,-11.750198,-6.371882,NA,NA,NA,NA,NA,NA,4.145916939,24.16980171,0.186452756,NA,NA,Lake,22118,0.002564527788460,-63.703541666699998,51.617500000000000,439.0169983,5417.0000000,1.5194600,1
4,174,TR-244.64,ST25,TR,2015,2,220,2015-08-08 0:00:00,Stream,sandy,51.613019999999999,-63.676929999999999,NA,NA,NA,0.250000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.551252100000000,92.806632039999997,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,4.690000000000000,0.000000000000000,NA,NA,NA,NA,NA,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream,22149,0.000867720513109,-63.676458333299998,51.612291666700003,439.2139893,306576.0000000,0.2660080,3
5,190,TR-244.64,SWT25,TR,2015,2,220,2015-08-08 0:00:00,Soilwater,NA,51.613019999999999,-63.676929999999999,NA,NA,NA,0.000000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.551252100000000,1.354166562000000,728.899999999999980,11.650000000000000,31.899999999999999,32.047547289999997,3.340000000000000,16,5.240000000000000,0.000000000000000,NA,NA,NA,NA,NA,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,0.000000000000000,14976.400739999999000,11141.054870000000000,1701.495319000000100,1468.712336999999900,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,1804.157747000000000,264.5402499,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soilwater,22149,0.000867720513109,-63.676458333299998,51.612291666700003,439.2139893,306576.0000000,0.2660080,3
6,204,TR-244.64,T25,TR,2015,2,220,2015-08-08 0:00:00,Tributary,NA,51.613019999999999,-63.676929999999999,244.64,229.36,NA,0.000000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.551252100000000,92.806632039999997,729.000000000000000,16.280000000000001,98.700000000000003,102.801992000000000,9.680000000000000,11,6.100000000000000,-12.154374360000000,NA,NA,NA,NA,NA,898000,78000,5.127208603000000,0.719062500000000,0.047937500000000,5.756622218000000,0.000000000000000,0.102103000000000,0.003684500000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,8.064910231000001,0.158822904000000,0.926909593,0.01859131,-0.023828173,0.004784633,1.845878077000000,22.622994519999999,0.170306755000000,1.004428044000000,0.357443996000000,0.207455039000000,0.349806266000000,NA,5.987800000000000,1054.562885999999900,113.302322300000000,126.782692000000000,0.444389565000000,1013.858605000000000,155.771880100000000,85.831322920000005,4.284482636000000,NA,NA,NA,NA,NA,NA,NA,NA,45.140932810000002,27.27509656,-20.448228270000001,0.856622540000000,-57.766164600000003,0.028703631000000,-105.711418,-14.539452,NA,-27.42,-17.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tributary,22149,0.000867720513109,-63.676458333299998,51.612291666700003,439.2139893,306576.0000000,0.2660080,3
7,202,TR-234.83,T23,TR,2015,2,220,2015-08-08 0:00:00,Tributary,NA,51.540370000000003,-63.744900000000001,234.83,239.17,NA,0.000000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.309613399999990,97.308622240000005,729.200000000000050,17.000000000000000,98.900000000000006,103.046223200000000,9.560000000000001,13,6.460000000000000,0.000000000000000,NA,NA,NA,NA,NA,0,0,0.000000000000000,0.000000000000000,0.000000000000000,5.972235653000000,0.790582594000000,0.135027500000000,0.005789000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,8.242855625000001,0.147668119000000,0.887602252,0.00053118,NA,NA,0.000000000000000,0.000000000000000,0.104305032000000,1.006591786000000,0.389486311000000,0.170512992000000,0.381380151000000,NA,5.527200000000000,668.007798200000020,59.101493980000001,52.029247230000003,3.082685043000000,599.631721100000050,28.216163900000002,31.788462599999999,0.273853229000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,NA,-18.356386770000000,0.156439154000000,-59.692500279999997,0.930337387000000,-106.205295,-14.587303,NA,-27.21,-14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tributary,23415,0.004082315859620,-63.741250000000001,51.538541666699999,421.3139954,22412900.0000000,1.3419900,6
8,201,TR-229.24,T22,TR,2015,2,220,2015-08-08 0:00:00,Tributary,NA,51.505910000000000,-63.789549999999998,229.24,244.76,NA,0.000000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.917133299999990,100.539541799999990,729.399999999999980,15.150000000000000,99.200000000000003,103.305111800000010,9.970000000000001,12,6.270000000000000,0.000000000000000,1.3,0.8,20.9,NA,NA,0,0,0.000000000000000,0.000000000000000,0.000000000000000,4.462941609000000,0.000000000000000,0.104005000000000,0.005186500000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,9.132051418000000,0.212472113000000,0.772867311,0.01859131,NA,NA,0.000000000000000,0.000000000000000,0.166874782000000,1.152271703000000,0.432409792000000,0.230683585000000,0.400519581000000,NA,6.333250000000000,630.194279499999990,34.504988910000002,22.957103620000002,0.645253952000000,822.544744499999980,148.817904400000000,13.804823340000000,1.403533153000000,NA,NA,41.39237547,0.127563992,3.451199293,3.476994796,4.077498158,4.162113962,0.000000000000000,NA,-20.741453190000001,1.193417447000000,-59.994867180000000,3.342394912000000,-105.646025,-14.722706,NA,-27.26,-16.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tributary,23862,0.000284999999998,-63.789549999999998,51.505625000000002,434.2699890,680790.0000000,0.0818639,4
9,173,TR-222.52,ST21,TR,2015,2,220,2015-08-08 0:00:00,Stream,muddy,51.451749999999997,-63.809019999999997,NA,NA,NA,0.300000000000000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.168906400000000,102.583402500000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,4.510000000000000,0.000000000000000,NA,NA,NA,NA,NA,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,NA,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream,24845,0.000083333333329,-63.809019999999997,51.451666666700000,433.0039978,401814.0000000,0.9530260,4
